Product, ItemCount, RunningTotal, RowNo
core.chargeable.exchange, 1, 11103, 12719
core.chargeable.exchange, 2, 11105, 12724
core.chargeable.exchange, 2, 11107, 12729
core.chargeable.exchange, 6, 11113, 12734
core.chargeable.exchange, 1, 11114, 12739
core.chargeable.exchange, 2, 11116, 12753
core.chargeable.exchange, 10, 11126, 12758
core.chargeable.exchange, 2, 11128, 12763
core.chargeable.exchange, 9, 11137, 12768
core.chargeable.exchange, 3, 11140, 12777
core.chargeable.exchange, 3, 11143, 12782
core.chargeable.exchange, 4, 11147, 12789
core.chargeable.exchange, 1, 11148, 12794
core.chargeable.exchange, 1, 11149, 12799
core.chargeable.exchange, 1, 11150, 12804
core.chargeable.exchange, 59, 11209, 12809
core.chargeable.exchange, 2, 11211, 12814
core.chargeable.exchange, 7, 11218, 12819
core.chargeable.exchange, 1, 11219, 12824
core.chargeable.exchange, 9, 11228, 12835
core.chargeable.exchange, 2, 11230, 12840
core.chargeable.exchange, 1, 11231, 12846
core.chargeable.exchange, 5, 11236, 12851
core.chargeable.exchange, 3, 11239, 12856
core.chargeable.exchange, 1, 11240, 12861
core.chargeable.exchange, 1, 11241, 12866
core.chargeable.exchange, 2, 11243, 12871
core.chargeable.exchange, 8, 11251, 12876
core.chargeable.exchange, 1, 11252, 12882
core.chargeable.exchange, 1, 11253, 12887
core.chargeable.exchange, 8, 11261, 12892
core.chargeable.exchange, 2, 11263, 12897
core.chargeable.exchange, 8, 11271, 12902
core.chargeable.exchange, 1, 11272, 12907
core.chargeable.exchange, 1, 11273, 12912
core.chargeable.exchange, 6, 11279, 12917
core.chargeable.exchange, 1, 11280, 12922
core.chargeable.exchange, 12, 11292, 12927
core.chargeable.exchange, 1, 11293, 12932
core.chargeable.exchange, 1, 11294, 12937
core.chargeable.exchange, 2, 11296, 12942
core.chargeable.exchange, 4, 11300, 12948
core.chargeable.exchange, 1, 11301, 12955
core.chargeable.exchange, 1, 11302, 12960
core.chargeable.exchange, 1, 11303, 12965
core.chargeable.exchange, 1, 11304, 12970
core.chargeable.exchange, 1, 11305, 12975
core.chargeable.exchange, 2, 11307, 12982
core.chargeable.exchange, 22, 11329, 12988
core.chargeable.exchange, 5, 11334, 12993
core.chargeable.exchange, 3, 11337, 12998
core.chargeable.exchange, 1, 11338, 13002
core.chargeable.exchange, 1, 11339, 13007
core.chargeable.exchange, 3, 11342, 13011
core.chargeable.exchange, 14, 11356, 13305
core.chargeable.exchange, 20, 11376, 13313
core.chargeable.exchange, 61, 11437, 13320
core.chargeable.exchange, 1, 11438, 13329
core.chargeable.exchange, 4, 11442, 13335
core.chargeable.exchange, 1, 11443, 13341
core.chargeable.exchange, 1, 11444, 13346
core.chargeable.exchange, 5, 11449, 13351
core.chargeable.exchange, 1, 11450, 13366
core.chargeable.exchange, 1, 11451, 13371
core.chargeable.exchange, 12, 11463, 13404
core.chargeable.exchange, 10, 11473, 13409
core.chargeable.exchange, 5, 11478, 13415
core.chargeable.exchange, 2, 11480, 13420
core.chargeable.outlook, 1, 1, 1106
core.chargeable.outlook, 1, 2, 1148
core.chargeable.outlook, 1, 3, 1191
core.chargeable.outlook, 1, 4, 2013
core.chargeable.outlook, 39, 43, 3519
core.chargeable.outlook, 5, 48, 4268
core.chargeable.outlook, 1, 49, 4607
core.chargeable.outlook, 2, 51, 4838
core.chargeable.outlook, 15, 66, 5765
core.chargeable.outlook, 3, 69, 5987
core.chargeable.outlook, 5, 74, 6179
core.chargeable.outlook, 1, 75, 6467
core.chargeable.outlook, 12, 87, 6998
core.chargeable.outlook, 17, 104, 7176
core.chargeable.outlook, 10, 114, 7817
core.chargeable.outlook, 9, 123, 7856
core.chargeable.outlook, 63, 186, 8502
core.chargeable.outlook, 1, 187, 8679
core.chargeable.outlook, 11, 198, 8834
core.chargeable.outlook, 1, 199, 12054
core.chargeable.outlook, 1, 200, 12317
core.chargeable.owa, 2, 2, 1055
core.chargeable.owa, 2, 4, 2217
core.chargeable.owa, 1, 5, 3143
core.chargeable.owa, 4, 9, 3270
core.chargeable.owa, 2, 11, 4114
core.chargeable.owa, 4, 15, 4242
core.chargeable.owa, 1, 16, 5539
core.chargeable.owa, 2, 18, 6743
core.chargeable.owa, 1, 19, 6784
core.chargeable.owa, 2, 21, 7135
core.chargeable.owa, 3, 24, 7259
core.chargeable.owa, 2, 26, 7429
core.chargeable.owa, 2, 28, 7635
core.chargeable.owa, 17, 45, 7862
core.chargeable.owa, 11, 56, 7992
core.chargeable.owa, 1, 57, 8183
core.chargeable.owa, 1, 58, 8653
core.chargeable.owa, 1, 59, 8764
core.chargeable.owa, 1, 60, 9063
core.chargeable.owa, 1, 61, 9758
core.chargeable.owa, 1, 62, 12043
core.chargeable.owa, 1, 63, 12829
core.chargeable.owa, 1, 64, 12976
core.chargeable.resource, 2, 2, 2069
core.chargeable.resource, 3, 5, 4241
core.chargeable.resource, 1, 6, 5007
core.chargeable.resource, 2, 8, 5830
core.chargeable.resource, 1, 9, 5935
core.chargeable.resource, 7, 16, 7220
core.chargeable.resource, 1, 17, 9042
core.chargeable.resource, 1, 18, 12877
core.chargeable.resource, 3, 21, 13321
core.chargeable.sharesync2gbuser, 1, 1, 5703
core.chargeable.sharesync2gbuser, 1, 2, 6792
core.chargeable.sharesync2gbuser, 1, 3, 11855
core.chargeable.sp10gb, 1, 1, 3469
core.chargeable.sp1gb, 1, 1, 1965
core.chargeable.sp1gb, 1, 2, 1971
core.chargeable.sp1gb, 1, 3, 1977
core.chargeable.sp1gb, 1, 4, 1983
core.chargeable.sp1gb, 1, 5, 1990
core.chargeable.sp1gb, 1, 6, 1996
core.chargeable.sp1gb, 1, 7, 2002
core.chargeable.sp1gb, 1, 8, 2008
core.chargeable.sp1gb, 1, 9, 2015
core.chargeable.sp1gb, 1, 10, 2021
core.chargeable.sp1gb, 1, 11, 2027
core.chargeable.sp1gb, 1, 12, 2033
core.chargeable.sp1gb, 1, 13, 2039
core.chargeable.sp1gb, 1, 14, 2045
core.chargeable.sp1gb, 1, 15, 2051
core.chargeable.sp1gb, 1, 16, 2057
core.chargeable.sp1gb, 1, 17, 2063
core.chargeable.sp1gb, 1, 18, 2070
core.chargeable.sp1gb, 1, 19, 2076
core.chargeable.sp1gb, 1, 20, 2082
core.chargeable.sp1gb, 1, 21, 2088
core.chargeable.sp1gb, 1, 22, 2094
core.chargeable.sp1gb, 1, 23, 2100
core.chargeable.sp1gb, 1, 24, 2108
core.chargeable.sp1gb, 1, 25, 2114
core.chargeable.sp1gb, 1, 26, 2120
core.chargeable.sp1gb, 1, 27, 2126
core.chargeable.sp1gb, 1, 28, 2132
core.chargeable.sp1gb, 1, 29, 2138
core.chargeable.sp1gb, 1, 30, 2144
core.chargeable.sp1gb, 1, 31, 2150
core.chargeable.sp1gb, 1, 32, 2156
core.chargeable.sp1gb, 1, 33, 2162
core.chargeable.sp1gb, 1, 34, 2168
core.chargeable.sp1gb, 1, 35, 2176
core.chargeable.sp1gb, 1, 36, 2182
core.chargeable.sp1gb, 1, 37, 2188
core.chargeable.sp1gb, 1, 38, 2195
core.chargeable.sp1gb, 1, 39, 2211
core.chargeable.sp1gb, 1, 40, 2219
core.chargeable.sp1gb, 1, 41, 2225
core.chargeable.sp1gb, 1, 42, 2231
core.chargeable.sp1gb, 1, 43, 2237
core.chargeable.sp1gb, 1, 44, 2248
core.chargeable.sp1gb, 1, 45, 2254
core.chargeable.sp1gb, 1, 46, 2260
core.chargeable.sp1gb, 1, 47, 2266
core.chargeable.sp1gb, 1, 48, 2272
core.chargeable.sp1gb, 1, 49, 2278
core.chargeable.sp1gb, 1, 50, 2284
core.chargeable.sp1gb, 1, 51, 2290
core.chargeable.sp1gb, 1, 52, 2296
core.chargeable.sp1gb, 1, 53, 2302
core.chargeable.sp1gb, 1, 54, 2308
core.chargeable.sp1gb, 1, 55, 2314
core.chargeable.sp1gb, 1, 56, 2320
core.chargeable.sp1gb, 1, 57, 2328
core.chargeable.sp1gb, 1, 58, 2334
core.chargeable.sp1gb, 1, 59, 2340
core.chargeable.sp1gb, 1, 60, 2346
core.chargeable.sp1gb, 1, 61, 2354
core.chargeable.sp1gb, 1, 62, 2360
core.chargeable.sp1gb, 1, 63, 2366
core.chargeable.sp1gb, 1, 64, 2372
core.chargeable.sp1gb, 1, 65, 2378
core.chargeable.sp1gb, 1, 66, 2384
core.chargeable.sp1gb, 1, 67, 2390
core.chargeable.sp1gb, 1, 68, 2396
core.chargeable.sp1gb, 1, 69, 2402
core.chargeable.sp1gb, 1, 70, 2408
core.chargeable.sp1gb, 1, 71, 2414
core.chargeable.sp1gb, 1, 72, 2420
core.chargeable.sp1gb, 1, 73, 2428
core.chargeable.sp1gb, 1, 74, 2434
core.chargeable.sp1gb, 1, 75, 2440
core.chargeable.sp1gb, 1, 76, 2446
core.chargeable.sp1gb, 1, 77, 2452
core.chargeable.sp1gb, 1, 78, 2463
core.chargeable.sp1gb, 1, 79, 2476
core.chargeable.sp1gb, 1, 80, 2484
core.chargeable.sp1gb, 1, 81, 2490
core.chargeable.sp1gb, 1, 82, 2496
core.chargeable.sp1gb, 1, 83, 2502
core.chargeable.sp1gb, 1, 84, 2508
core.chargeable.sp1gb, 1, 85, 2517
core.chargeable.sp1gb, 1, 86, 2523
core.chargeable.sp1gb, 1, 87, 2529
core.chargeable.sp1gb, 1, 88, 2535
core.chargeable.sp1gb, 1, 89, 2543
core.chargeable.sp1gb, 1, 90, 2549
core.chargeable.sp1gb, 1, 91, 2555
core.chargeable.sp1gb, 1, 92, 2561
core.chargeable.sp1gb, 1, 93, 2567
core.chargeable.sp1gb, 1, 94, 2573
core.chargeable.sp1gb, 1, 95, 2579
core.chargeable.sp1gb, 1, 96, 2585
core.chargeable.sp1gb, 1, 97, 2591
core.chargeable.sp1gb, 1, 98, 2597
core.chargeable.sp1gb, 1, 99, 2603
core.chargeable.sp1gb, 1, 100, 2609
core.chargeable.sp1gb, 1, 101, 2617
core.chargeable.sp1gb, 1, 102, 2623
core.chargeable.sp1gb, 1, 103, 2629
core.chargeable.sp1gb, 1, 104, 2635
core.chargeable.sp1gb, 1, 105, 2641
core.chargeable.sp1gb, 1, 106, 2647
core.chargeable.sp1gb, 1, 107, 2653
core.chargeable.sp1gb, 1, 108, 2659
core.chargeable.sp1gb, 1, 109, 2665
core.chargeable.sp1gb, 1, 110, 2671
core.chargeable.sp1gb, 1, 111, 2677
core.chargeable.sp1gb, 1, 112, 2683
core.chargeable.sp1gb, 1, 113, 2689
core.chargeable.sp1gb, 1, 114, 2695
core.chargeable.sp1gb, 1, 115, 2701
core.chargeable.sp1gb, 1, 116, 2707
core.chargeable.sp1gb, 1, 117, 2713
core.chargeable.sp1gb, 1, 118, 2719
core.chargeable.sp1gb, 1, 119, 2725
core.chargeable.sp1gb, 1, 120, 2731
core.chargeable.sp1gb, 1, 121, 2737
core.chargeable.sp1gb, 1, 122, 2743
core.chargeable.sp1gb, 1, 123, 2750
core.chargeable.sp1gb, 1, 124, 2756
core.chargeable.sp1gb, 1, 125, 2767
core.chargeable.sp1gb, 1, 126, 2775
core.chargeable.sp1gb, 1, 127, 2786
core.chargeable.sp1gb, 1, 128, 2792
core.chargeable.sp1gb, 1, 129, 2798
core.chargeable.sp1gb, 1, 130, 2804
core.chargeable.sp1gb, 1, 131, 2815
core.chargeable.sp1gb, 1, 132, 2823
core.chargeable.sp1gb, 1, 133, 2829
core.chargeable.sp1gb, 1, 134, 2835
core.chargeable.sp1gb, 1, 135, 2841
core.chargeable.sp1gb, 1, 136, 2856
core.chargeable.sp1gb, 1, 137, 2862
core.chargeable.sp1gb, 1, 138, 2868
core.chargeable.sp1gb, 1, 139, 2874
core.chargeable.sp1gb, 1, 140, 2895
core.chargeable.sp1gb, 1, 141, 2901
core.chargeable.sp1gb, 1, 142, 2907
core.chargeable.sp1gb, 1, 143, 2913
core.chargeable.sp1gb, 1, 144, 2919
core.chargeable.sp1gb, 1, 145, 2932
core.chargeable.sp1gb, 1, 146, 2938
core.chargeable.sp1gb, 1, 147, 2949
core.chargeable.sp1gb, 1, 148, 2955
core.chargeable.sp1gb, 1, 149, 2961
core.chargeable.sp1gb, 1, 150, 2967
core.chargeable.sp1gb, 1, 151, 2975
core.chargeable.sp1gb, 1, 152, 2981
core.chargeable.sp1gb, 1, 153, 2987
core.chargeable.sp1gb, 1, 154, 2993
core.chargeable.sp1gb, 1, 155, 2999
core.chargeable.sp1gb, 1, 156, 3007
core.chargeable.sp1gb, 1, 157, 3014
core.chargeable.sp1gb, 1, 158, 3020
core.chargeable.sp1gb, 1, 159, 3026
core.chargeable.sp1gb, 1, 160, 3032
core.chargeable.sp1gb, 1, 161, 3038
core.chargeable.sp1gb, 1, 162, 3047
core.chargeable.sp1gb, 1, 163, 3053
core.chargeable.sp1gb, 1, 164, 3059
core.chargeable.sp1gb, 1, 165, 3065
core.chargeable.sp1gb, 1, 166, 3071
core.chargeable.sp1gb, 1, 167, 3077
core.chargeable.sp1gb, 1, 168, 3083
core.chargeable.sp1gb, 1, 169, 3089
core.chargeable.sp1gb, 1, 170, 3095
core.chargeable.sp1gb, 1, 171, 3101
core.chargeable.sp1gb, 1, 172, 3107
core.chargeable.sp1gb, 1, 173, 3113
core.chargeable.sp1gb, 1, 174, 3119
core.chargeable.sp1gb, 1, 175, 3125
core.chargeable.sp1gb, 1, 176, 3131
core.chargeable.sp1gb, 1, 177, 3137
core.chargeable.sp1gb, 1, 178, 3145
core.chargeable.sp1gb, 1, 179, 3151
core.chargeable.sp1gb, 1, 180, 3157
core.chargeable.sp1gb, 1, 181, 3165
core.chargeable.sp1gb, 1, 182, 3171
core.chargeable.sp1gb, 1, 183, 3177
core.chargeable.sp1gb, 1, 184, 3183
core.chargeable.sp1gb, 1, 185, 3190
core.chargeable.sp1gb, 1, 186, 3196
core.chargeable.sp1gb, 1, 187, 3202
core.chargeable.sp1gb, 1, 188, 3208
core.chargeable.sp1gb, 1, 189, 3214
core.chargeable.sp1gb, 1, 190, 3221
core.chargeable.sp1gb, 1, 191, 3227
core.chargeable.sp1gb, 1, 192, 3233
core.chargeable.sp1gb, 1, 193, 3239
core.chargeable.sp1gb, 1, 194, 3245
core.chargeable.sp1gb, 1, 195, 3252
core.chargeable.sp1gb, 1, 196, 3258
core.chargeable.sp1gb, 1, 197, 3264
core.chargeable.sp1gb, 1, 198, 3272
core.chargeable.sp1gb, 1, 199, 3281
core.chargeable.sp1gb, 1, 200, 3287
core.chargeable.sp1gb, 1, 201, 3293
core.chargeable.sp1gb, 1, 202, 3299
core.chargeable.sp1gb, 1, 203, 3310
core.chargeable.sp1gb, 1, 204, 3316
core.chargeable.sp1gb, 1, 205, 3324
core.chargeable.sp1gb, 1, 206, 3330
core.chargeable.sp1gb, 1, 207, 3336
core.chargeable.sp1gb, 1, 208, 3342
core.chargeable.sp1gb, 1, 209, 3348
core.chargeable.sp1gb, 1, 210, 3354
core.chargeable.sp1gb, 1, 211, 3360
core.chargeable.sp1gb, 1, 212, 3366
core.chargeable.sp1gb, 1, 213, 3372
core.chargeable.sp1gb, 1, 214, 3378
core.chargeable.sp1gb, 1, 215, 3384
core.chargeable.sp1gb, 1, 216, 3390
core.chargeable.sp1gb, 1, 217, 3396
core.chargeable.sp1gb, 1, 218, 3402
core.chargeable.sp1gb, 1, 219, 3408
core.chargeable.sp1gb, 1, 220, 3414
core.chargeable.sp1gb, 1, 221, 3420
core.chargeable.sp1gb, 1, 222, 3427
core.chargeable.sp1gb, 1, 223, 3433
core.chargeable.sp1gb, 1, 224, 3439
core.chargeable.sp1gb, 1, 225, 3445
core.chargeable.sp1gb, 1, 226, 3451
core.chargeable.sp1gb, 1, 227, 3457
core.chargeable.sp1gb, 1, 228, 3463
core.chargeable.sp1gb, 1, 229, 3475
core.chargeable.sp1gb, 1, 230, 3481
core.chargeable.sp1gb, 1, 231, 3487
core.chargeable.sp1gb, 1, 232, 3496
core.chargeable.sp1gb, 1, 233, 3502
core.chargeable.sp1gb, 1, 234, 3508
core.chargeable.sp1gb, 1, 235, 3514
core.chargeable.sp1gb, 1, 236, 3521
core.chargeable.sp1gb, 1, 237, 3527
core.chargeable.sp1gb, 1, 238, 3533
core.chargeable.sp1gb, 1, 239, 3539
core.chargeable.sp1gb, 1, 240, 3545
core.chargeable.sp1gb, 1, 241, 3551
core.chargeable.sp1gb, 1, 242, 3557
core.chargeable.sp1gb, 1, 243, 3563
core.chargeable.sp1gb, 1, 244, 3569
core.chargeable.sp1gb, 1, 245, 3580
core.chargeable.sp1gb, 1, 246, 3589
core.chargeable.sp1gb, 1, 247, 3595
core.chargeable.sp1gb, 1, 248, 3601
core.chargeable.sp1gb, 1, 249, 3607
core.chargeable.sp1gb, 1, 250, 3613
core.chargeable.sp1gb, 1, 251, 3619
core.chargeable.sp1gb, 1, 252, 3625
core.chargeable.sp1gb, 1, 253, 3631
core.chargeable.sp1gb, 1, 254, 3637
core.chargeable.sp1gb, 1, 255, 3643
core.chargeable.sp1gb, 1, 256, 3649
core.chargeable.sp1gb, 1, 257, 3655
core.chargeable.sp1gb, 1, 258, 3667
core.chargeable.sp1gb, 1, 259, 3673
core.chargeable.sp1gb, 1, 260, 3679
core.chargeable.sp1gb, 1, 261, 3685
core.chargeable.sp1gb, 1, 262, 3691
core.chargeable.sp1gb, 1, 263, 3699
core.chargeable.sp1gb, 1, 264, 3705
core.chargeable.sp1gb, 1, 265, 3711
core.chargeable.sp1gb, 1, 266, 3717
core.chargeable.sp1gb, 1, 267, 3723
core.chargeable.sp1gb, 1, 268, 3730
core.chargeable.sp1gb, 1, 269, 3736
core.chargeable.sp1gb, 1, 270, 3747
core.chargeable.sp1gb, 1, 271, 3753
core.chargeable.sp1gb, 1, 272, 3759
core.chargeable.sp1gb, 1, 273, 3765
core.chargeable.sp1gb, 1, 274, 3771
core.chargeable.sp1gb, 1, 275, 3777
core.chargeable.sp1gb, 1, 276, 3783
core.chargeable.sp1gb, 1, 277, 3789
core.chargeable.sp1gb, 1, 278, 3797
core.chargeable.sp1gb, 1, 279, 3803
core.chargeable.sp1gb, 1, 280, 3811
core.chargeable.sp1gb, 1, 281, 3817
core.chargeable.sp1gb, 1, 282, 3823
core.chargeable.sp1gb, 1, 283, 3831
core.chargeable.sp1gb, 1, 284, 3837
core.chargeable.sp1gb, 1, 285, 3843
core.chargeable.sp1gb, 1, 286, 3849
core.chargeable.sp1gb, 1, 287, 3855
core.chargeable.sp1gb, 1, 288, 3861
core.chargeable.sp1gb, 1, 289, 3867
core.chargeable.sp1gb, 1, 290, 3873
core.chargeable.sp1gb, 1, 291, 3883
core.chargeable.sp1gb, 1, 292, 3889
core.chargeable.sp1gb, 1, 293, 3897
core.chargeable.sp1gb, 1, 294, 3903
core.chargeable.sp1gb, 1, 295, 3909
core.chargeable.sp1gb, 1, 296, 3915
core.chargeable.sp1gb, 1, 297, 3921
core.chargeable.sp1gb, 1, 298, 3932
core.chargeable.sp1gb, 1, 299, 3938
core.chargeable.sp1gb, 1, 300, 3947
core.chargeable.sp1gb, 1, 301, 3953
core.chargeable.sp1gb, 1, 302, 3959
core.chargeable.sp1gb, 1, 303, 3965
core.chargeable.sp1gb, 1, 304, 3971
core.chargeable.sp1gb, 1, 305, 3977
core.chargeable.sp1gb, 1, 306, 4012
core.chargeable.sp1gb, 1, 307, 4020
core.chargeable.sp1gb, 1, 308, 4026
core.chargeable.sp1gb, 1, 309, 4047
core.chargeable.sp1gb, 1, 310, 11893
core.chargeable.sp1gb, 1, 311, 11899
core.chargeable.sp1gb, 1, 312, 12096
core.chargeable.sp1gb, 1, 313, 12102
core.chargeable.sp1gb, 1, 314, 12108
core.chargeable.sp1gb, 1, 315, 12114
core.chargeable.sp1gb, 1, 316, 12120
core.chargeable.sp1gb, 1, 317, 12126
core.chargeable.sp1gb, 1, 318, 12132
core.chargeable.sp1gb, 1, 319, 12138
core.chargeable.sp1gb, 1, 320, 12144
core.chargeable.sp1gb, 1, 321, 12150
core.chargeable.sp1gb, 1, 322, 12156
core.chargeable.sp1gb, 1, 323, 12162
core.chargeable.sp1gb, 1, 324, 12168
core.chargeable.sp1gb, 1, 325, 12174
core.chargeable.sp1gb, 1, 326, 12180
core.chargeable.sp1gb, 1, 327, 12186
core.chargeable.sp1gb, 1, 328, 12194
core.chargeable.sp1gb, 1, 329, 12200
core.chargeable.sp1gb, 1, 330, 12206
core.chargeable.sp1gb, 1, 331, 12212
core.chargeable.sp1gb, 1, 332, 12218
core.chargeable.sp1gb, 1, 333, 12224
core.chargeable.sp1gb, 1, 334, 12230
core.chargeable.sp1gb, 1, 335, 12236
core.chargeable.sp1gb, 1, 336, 12242
core.chargeable.sp1gb, 1, 337, 12248
core.chargeable.sp1gb, 1, 338, 12271
core.chargeable.sp1gb, 1, 339, 12277
core.chargeable.sp1gb, 1, 340, 12289
core.chargeable.sp1gb, 1, 341, 12295
core.chargeable.sp1gb, 1, 342, 12301
core.chargeable.sp1gb, 1, 343, 12307
core.chargeable.sp1gb, 1, 344, 12313
core.chargeable.sp1gb, 1, 345, 12454
core.chargeable.sp1gb, 1, 346, 12460
core.chargeable.sp1gb, 1, 347, 12466
core.chargeable.sp1gb, 1, 348, 12472
core.chargeable.sp1gb, 1, 349, 12478
core.chargeable.sp1gb, 1, 350, 12484
core.chargeable.sp1gb, 1, 351, 12490
core.chargeable.sp1gb, 1, 352, 12496
core.chargeable.sp1gb, 1, 353, 12502
core.chargeable.sp1gb, 1, 354, 12508
core.chargeable.sp1gb, 1, 355, 12514
core.chargeable.sp1gb, 1, 356, 12520
core.chargeable.sp1gb, 1, 357, 12526
core.chargeable.sp1gb, 1, 358, 12532
core.chargeable.sp1gb, 1, 359, 12538
core.chargeable.sp1gb, 1, 360, 12563
core.chargeable.sp1gb, 1, 361, 12569
core.chargeable.sp1gb, 1, 362, 12575
core.chargeable.sp1gb, 1, 363, 12581
core.chargeable.sp1gb, 1, 364, 12587
core.chargeable.sp1gb, 1, 365, 12596
core.chargeable.sp1gb, 1, 366, 13306
core.chargeable.sp1gb, 1, 367, 13314
core.chargeable.sp1gb, 1, 368, 13322
core.chargeable.sp1gb, 1, 369, 13330
core.chargeable.sp1gb, 1, 370, 13336
